Case_ID,Work_Order_ID,Account_ID,Site_Name,Case_Type,Priority,Status,Engineer_Assigned,Open_Date,Close_Date,Resolution_Time_Hours,SLA_Status,Curtailed_kWh,Revenue_Leakage_EUR,Resolution_Code,County
CASE-00425,WO-00425,ACC-007,Meath Wind Farm,Sensor Dropout,Critical,Closed,Niamh Walsh,2024-11-13 00:00:00,2024-11-13 04:18:19,4.31,Breached,0.0,0.0,Grid Reconnected,Wicklow
CASE-00426,WO-00426,ACC-013,South Dublin Wind Site,Panel Soiling,High,Escalated,Seán O'Brien,2024-12-13 00:00:00,,,Breached,357.32,30.37,,South
CASE-00427,WO-00427,ACC-011,South Dublin Wind Site,Grid Curtailment Complaint,Low,Open,Declan Ryan,2024-08-14 00:00:00,,,Breached,646.27,54.93,,Meath
CASE-00428,WO-00428,ACC-009,Wicklow Solar Park,Grid Curtailment Complaint,Low,In Progress,Ciarán Murphy,2024-12-07 00:00:00,,,Breached,209.0,17.77,,Kildare
CASE-00429,WO-00429,ACC-003,Kildare Solar Park,Grid Curtailment Complaint,Medium,Escalated,Ciarán Murphy,2024-06-21 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00430,WO-00430,ACC-009,Wicklow Solar Park,Sensor Dropout,Critical,Open,Declan Ryan,2024-03-19 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00431,WO-00431,ACC-012,Wicklow Solar Park,Panel Soiling,Critical,Closed,Ciarán Murphy,2025-06-06 00:00:00,2025-06-06 08:50:09,8.84,Breached,0.0,0.0,Firmware Updated,Fingal
CASE-00432,WO-00432,ACC-017,Fingal Wind Farm,Sensor Dropout,Low,Closed,Niamh Walsh,2024-04-26 00:00:00,2024-04-30 02:43:07,98.72,Breached,0.0,0.0,Panel Cleaned,Kildare
CASE-00433,WO-00433,ACC-013,Meath Wind Farm,Sensor Dropout,Low,Open,Sinéad Byrne,2025-06-27 00:00:00,,,Within SLA,0.0,0.0,,Wicklow
CASE-00434,WO-00434,ACC-018,South Dublin Wind Site,Sensor Dropout,Medium,Open,Ciarán Murphy,2025-06-06 00:00:00,,,Breached,0.0,0.0,,South
CASE-00435,WO-00435,ACC-011,Fingal Wind Farm,Safety Inspection,Critical,Closed,Niamh Walsh,2024-07-17 00:00:00,2024-07-17 05:26:33,5.44,Breached,560.62,47.65,Firmware Updated,South
CASE-00436,WO-00436,ACC-001,Meath Wind Farm,Sensor Dropout,Low,Closed,Ciarán Murphy,2024-12-23 00:00:00,2024-12-27 21:18:25,117.31,Breached,0.0,0.0,Scheduled Maintenance Done,Fingal
CASE-00437,WO-00437,ACC-004,Kildare Solar Park,Safety Inspection,High,In Progress,Niamh Walsh,2024-12-25 00:00:00,,,Breached,387.93,32.97,,South
CASE-00438,WO-00438,ACC-009,Meath Wind Farm,Maintenance Request,Low,Escalated,Sinéad Byrne,2024-05-31 00:00:00,,,Breached,639.5,54.36,,Meath
CASE-00439,WO-00439,ACC-006,Kildare Solar Park,Inverter Failure,Medium,Closed,Declan Ryan,2024-08-29 00:00:00,2024-08-30 09:41:49,33.7,Breached,0.0,0.0,Grid Reconnected,Wicklow
CASE-00440,WO-00440,ACC-019,South Dublin Wind Site,Inverter Failure,Low,Closed,Sinéad Byrne,2024-04-15 00:00:00,2024-04-16 19:36:45,43.61,Within SLA,0.0,0.0,Pending Investigation,Kildare
CASE-00441,WO-00441,ACC-009,Fingal Wind Farm,Meter Reading Issue,Medium,In Progress,Seán O'Brien,2024-05-29 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00442,WO-00442,ACC-002,Fingal Wind Farm,Inverter Failure,Medium,Closed,Seán O'Brien,2024-09-19 00:00:00,2024-09-19 15:56:38,15.94,Within SLA,689.61,58.62,Scheduled Maintenance Done,Fingal
CASE-00443,WO-00443,ACC-004,Kildare Solar Park,Meter Reading Issue,Critical,Escalated,Seán O'Brien,2024-07-21 00:00:00,,,Breached,274.28,23.31,,South
CASE-00444,WO-00444,ACC-020,Fingal Wind Farm,Maintenance Request,High,Closed,Seán O'Brien,2024-06-26 00:00:00,2024-06-26 03:45:24,3.76,Within SLA,67.52,5.74,Firmware Updated,Meath
CASE-00445,WO-00445,ACC-014,South Dublin Wind Site,Turbine Fault,High,Open,Sinéad Byrne,2024-06-05 00:00:00,,,Breached,116.06,9.87,,South
CASE-00446,WO-00446,ACC-012,Wicklow Solar Park,Inverter Failure,Low,Open,Sinéad Byrne,2024-03-18 00:00:00,,,Breached,747.15,63.51,,Meath
CASE-00447,WO-00447,ACC-011,South Dublin Wind Site,Sensor Dropout,Medium,In Progress,Declan Ryan,2024-06-30 00:00:00,,,Breached,123.32,10.48,,Fingal
CASE-00448,WO-00448,ACC-014,Meath Wind Farm,Meter Reading Issue,Low,Closed,Sinéad Byrne,2025-05-20 00:00:00,2025-05-25 03:31:36,123.53,Breached,0.0,0.0,,Fingal
CASE-00449,WO-00449,ACC-020,Meath Wind Farm,Safety Inspection,High,Open,Niamh Walsh,2025-04-20 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00450,WO-00450,ACC-017,Meath Wind Farm,Panel Soiling,Low,Closed,Seán O'Brien,2025-04-04 00:00:00,2025-04-06 07:06:15,55.1,Within SLA,0.0,0.0,Panel Cleaned,Kildare
CASE-00451,WO-00451,ACC-004,Wicklow Solar Park,Safety Inspection,High,Closed,Ciarán Murphy,2024-11-26 00:00:00,2024-11-26 05:41:22,5.69,Within SLA,396.76,33.72,Sensor Replaced,Meath
CASE-00452,WO-00452,ACC-013,Fingal Wind Farm,Grid Curtailment Complaint,Low,In Progress,Seán O'Brien,2024-11-19 00:00:00,,,Breached,794.87,67.56,,Kildare
CASE-00453,WO-00453,ACC-019,Meath Wind Farm,Sensor Dropout,Medium,Open,Aoife Kelly,2024-06-03 00:00:00,,,Breached,616.29,52.38,,Wicklow
CASE-00454,WO-00454,ACC-007,Fingal Wind Farm,Turbine Fault,Medium,Closed,Ciarán Murphy,2025-03-26 00:00:00,2025-03-27 02:19:31,26.33,Breached,0.0,0.0,Firmware Updated,South
CASE-00455,WO-00455,ACC-009,South Dublin Wind Site,Grid Curtailment Complaint,Low,Closed,Seán O'Brien,2024-03-10 00:00:00,2024-03-15 15:13:14,135.22,Breached,0.0,0.0,Scheduled Maintenance Done,South
CASE-00456,WO-00456,ACC-002,South Dublin Wind Site,Turbine Fault,Critical,Closed,Declan Ryan,2025-04-25 00:00:00,2025-04-25 02:14:28,2.24,Within SLA,190.36,16.18,Scheduled Maintenance Done,South
CASE-00457,WO-00457,ACC-014,Meath Wind Farm,Inverter Failure,Medium,In Progress,Declan Ryan,2025-03-28 00:00:00,,,Breached,352.15,29.93,,Kildare
CASE-00458,WO-00458,ACC-001,Kildare Solar Park,Panel Soiling,Low,In Progress,Sinéad Byrne,2024-11-06 00:00:00,,,Breached,510.06,43.36,,South
CASE-00459,WO-00459,ACC-017,Kildare Solar Park,Safety Inspection,High,Open,Ciarán Murphy,2024-10-08 00:00:00,,,Breached,168.69,14.34,,Meath
CASE-00460,WO-00460,ACC-018,South Dublin Wind Site,Panel Soiling,Low,Closed,Niamh Walsh,2024-02-27 00:00:00,2024-02-29 10:05:12,58.09,Within SLA,0.0,0.0,Sensor Replaced,South
CASE-00461,WO-00461,ACC-007,South Dublin Wind Site,Sensor Dropout,Low,Closed,Sinéad Byrne,2024-12-26 00:00:00,2025-01-01 06:05:23,150.09,Breached,587.49,49.94,Firmware Updated,South
CASE-00462,WO-00462,ACC-012,Meath Wind Farm,Maintenance Request,Medium,Closed,Aoife Kelly,2025-06-03 00:00:00,2025-06-04 21:13:46,45.23,Breached,276.06,23.47,Sensor Replaced,Fingal
CASE-00463,WO-00463,ACC-014,Wicklow Solar Park,Inverter Failure,Low,Closed,Declan Ryan,2024-03-16 00:00:00,2024-03-20 01:52:20,97.87,Breached,0.0,0.0,Sensor Replaced,Wicklow
CASE-00464,WO-00464,ACC-003,Kildare Solar Park,Grid Curtailment Complaint,Critical,Closed,Declan Ryan,2024-11-13 00:00:00,2024-11-13 05:24:48,5.41,Breached,513.81,43.67,Panel Cleaned,Fingal
CASE-00465,WO-00465,ACC-011,Wicklow Solar Park,Turbine Fault,High,In Progress,Seán O'Brien,2025-04-17 00:00:00,,,Breached,604.39,51.37,,Fingal
CASE-00466,WO-00466,ACC-020,Fingal Wind Farm,Safety Inspection,Low,In Progress,Niamh Walsh,2025-04-07 00:00:00,,,Breached,92.8,7.89,,South
CASE-00467,WO-00467,ACC-011,South Dublin Wind Site,Safety Inspection,Medium,Open,Niamh Walsh,2024-02-08 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00468,WO-00468,ACC-004,Kildare Solar Park,Inverter Failure,Medium,Closed,Seán O'Brien,2024-02-28 00:00:00,2024-02-28 18:19:30,18.33,Within SLA,0.0,0.0,Grid Reconnected,Kildare
CASE-00469,WO-00469,ACC-010,South Dublin Wind Site,Maintenance Request,Low,Closed,Seán O'Brien,2025-01-12 00:00:00,2025-01-13 23:08:29,47.14,Within SLA,134.08,11.4,Firmware Updated,Wicklow
CASE-00470,WO-00470,ACC-017,Fingal Wind Farm,Sensor Dropout,Medium,Open,Aoife Kelly,2024-10-20 00:00:00,,,Breached,319.0,27.12,,Meath
CASE-00471,WO-00471,ACC-010,Kildare Solar Park,Turbine Fault,Medium,Closed,Sinéad Byrne,2024-03-19 00:00:00,2024-03-21 03:12:06,51.2,Breached,0.0,0.0,Inverter Repaired,Meath
CASE-00472,WO-00472,ACC-014,Fingal Wind Farm,Panel Soiling,Medium,Closed,Sinéad Byrne,2024-04-02 00:00:00,2024-04-02 08:23:06,8.39,Within SLA,241.09,20.49,Panel Cleaned,Kildare
CASE-00473,WO-00473,ACC-011,Fingal Wind Farm,Maintenance Request,Critical,Closed,Declan Ryan,2025-06-03 00:00:00,2025-06-03 01:34:46,1.58,Within SLA,596.92,50.74,Sensor Replaced,Wicklow
CASE-00474,WO-00474,ACC-013,Fingal Wind Farm,Sensor Dropout,Medium,Open,Ciarán Murphy,2025-01-28 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00475,WO-00475,ACC-010,Wicklow Solar Park,Grid Curtailment Complaint,Low,In Progress,Seán O'Brien,2025-04-18 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00476,WO-00476,ACC-018,Wicklow Solar Park,Grid Curtailment Complaint,Medium,Closed,Ciarán Murphy,2024-02-12 00:00:00,2024-02-13 13:28:48,37.48,Breached,0.0,0.0,Sensor Replaced,Meath
CASE-00477,WO-00477,ACC-005,Fingal Wind Farm,Safety Inspection,Critical,In Progress,Declan Ryan,2025-04-05 00:00:00,,,Breached,601.94,51.16,,South
CASE-00478,WO-00478,ACC-007,Wicklow Solar Park,Maintenance Request,High,Closed,Aoife Kelly,2024-07-11 00:00:00,2024-07-11 05:14:09,5.24,Within SLA,0.0,0.0,Firmware Updated,South
CASE-00479,WO-00479,ACC-014,Wicklow Solar Park,Sensor Dropout,Medium,Closed,Seán O'Brien,2024-11-25 00:00:00,2024-11-26 16:26:23,40.44,Breached,0.0,0.0,,Fingal
CASE-00480,WO-00480,ACC-013,Fingal Wind Farm,Meter Reading Issue,Medium,In Progress,Niamh Walsh,2025-05-02 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00481,WO-00481,ACC-006,Fingal Wind Farm,Grid Curtailment Complaint,Medium,In Progress,Seán O'Brien,2025-05-28 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00482,WO-00482,ACC-020,Wicklow Solar Park,Maintenance Request,High,In Progress,Niamh Walsh,2024-06-03 00:00:00,,,Breached,426.02,36.21,,Fingal
CASE-00483,WO-00483,ACC-019,Meath Wind Farm,Grid Curtailment Complaint,High,In Progress,Ciarán Murphy,2024-03-04 00:00:00,,,Breached,303.84,25.83,,Fingal
CASE-00484,WO-00484,ACC-010,Fingal Wind Farm,Sensor Dropout,Critical,Escalated,Seán O'Brien,2025-04-06 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00485,WO-00485,ACC-013,Fingal Wind Farm,Sensor Dropout,High,Closed,Sinéad Byrne,2024-04-15 00:00:00,2024-04-15 03:05:23,3.09,Within SLA,0.0,0.0,Meter Recalibrated,Fingal
CASE-00486,WO-00486,ACC-018,Kildare Solar Park,Sensor Dropout,Medium,Closed,Sinéad Byrne,2024-12-17 00:00:00,2024-12-18 13:24:56,37.42,Breached,564.49,47.98,Firmware Updated,Kildare
CASE-00487,WO-00487,ACC-001,Fingal Wind Farm,Maintenance Request,High,In Progress,Sinéad Byrne,2024-03-27 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00488,WO-00488,ACC-010,Wicklow Solar Park,Panel Soiling,High,Open,Sinéad Byrne,2025-05-31 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00489,WO-00489,ACC-010,Wicklow Solar Park,Maintenance Request,High,Escalated,Sinéad Byrne,2024-06-25 00:00:00,,,Breached,379.67,32.27,,Fingal
CASE-00490,WO-00490,ACC-007,Wicklow Solar Park,Meter Reading Issue,Medium,Closed,Declan Ryan,2024-02-10 00:00:00,2024-02-10 10:09:07,10.15,Within SLA,116.12,9.87,Grid Reconnected,Fingal
CASE-00491,WO-00491,ACC-014,South Dublin Wind Site,Sensor Dropout,Medium,Closed,Aoife Kelly,2024-09-10 00:00:00,2024-09-10 20:50:09,20.84,Within SLA,0.0,0.0,Panel Cleaned,South
CASE-00492,WO-00492,ACC-019,Kildare Solar Park,Inverter Failure,Medium,In Progress,Aoife Kelly,2025-03-24 00:00:00,,,Breached,696.22,59.18,,Kildare
CASE-00493,WO-00493,ACC-020,South Dublin Wind Site,Sensor Dropout,Critical,Closed,Ciarán Murphy,2025-03-25 00:00:00,2025-03-25 02:47:03,2.78,Within SLA,0.0,0.0,Pending Investigation,South
CASE-00494,WO-00494,ACC-011,Fingal Wind Farm,Grid Curtailment Complaint,Medium,Closed,Niamh Walsh,2025-06-20 00:00:00,2025-06-22 09:47:41,57.79,Breached,0.0,0.0,Pending Investigation,South
CASE-00495,WO-00495,ACC-015,Kildare Solar Park,Safety Inspection,Critical,In Progress,Niamh Walsh,2025-06-19 00:00:00,,,Breached,0.0,0.0,,South
CASE-00496,WO-00496,ACC-015,Fingal Wind Farm,Safety Inspection,Medium,Open,Sinéad Byrne,2024-06-11 00:00:00,,,Breached,9.49,0.81,,South
CASE-00497,WO-00497,ACC-015,South Dublin Wind Site,Meter Reading Issue,High,Open,Niamh Walsh,2025-01-07 00:00:00,,,Breached,741.78,63.05,,Kildare
CASE-00498,WO-00498,ACC-007,South Dublin Wind Site,Meter Reading Issue,Medium,Closed,Ciarán Murphy,2025-01-16 00:00:00,2025-01-17 14:50:45,38.85,Breached,0.0,0.0,Panel Cleaned,Wicklow
CASE-00499,WO-00499,ACC-017,South Dublin Wind Site,Maintenance Request,High,Closed,Declan Ryan,2024-10-16 00:00:00,2024-10-16 12:19:09,12.32,Breached,0.0,0.0,Inverter Repaired,Fingal
CASE-00500,WO-00500,ACC-016,Kildare Solar Park,Meter Reading Issue,Medium,Closed,Aoife Kelly,2025-01-31 00:00:00,2025-01-31 08:10:59,8.18,Within SLA,0.0,0.0,Meter Recalibrated,South
CASE-00501,WO-00501,ACC-006,Fingal Wind Farm,Grid Curtailment Complaint,Critical,In Progress,Declan Ryan,2025-02-22 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00502,WO-00502,ACC-003,Meath Wind Farm,Maintenance Request,Low,Closed,Niamh Walsh,2024-12-12 00:00:00,2024-12-17 15:34:34,135.58,Breached,359.06,30.52,Pending Investigation,Kildare
CASE-00503,WO-00503,ACC-010,Wicklow Solar Park,Meter Reading Issue,Low,Closed,Sinéad Byrne,2024-02-23 00:00:00,2024-02-28 06:25:13,126.42,Breached,0.0,0.0,Panel Cleaned,Wicklow
CASE-00504,WO-00504,ACC-017,Kildare Solar Park,Grid Curtailment Complaint,Low,In Progress,Aoife Kelly,2024-12-08 00:00:00,,,Breached,542.79,46.14,,South
CASE-00505,WO-00505,ACC-020,Meath Wind Farm,Turbine Fault,Medium,Open,Seán O'Brien,2024-03-08 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00506,WO-00506,ACC-011,Fingal Wind Farm,Grid Curtailment Complaint,High,Closed,Ciarán Murphy,2024-12-03 00:00:00,2024-12-03 07:23:19,7.39,Within SLA,769.41,65.4,Grid Reconnected,Fingal
CASE-00507,WO-00507,ACC-003,Meath Wind Farm,Inverter Failure,Medium,Closed,Niamh Walsh,2024-04-06 00:00:00,2024-04-06 11:43:39,11.73,Within SLA,546.3,46.44,Sensor Replaced,Fingal
CASE-00508,WO-00508,ACC-008,Fingal Wind Farm,Grid Curtailment Complaint,High,Closed,Aoife Kelly,2025-01-30 00:00:00,2025-01-30 10:18:21,10.31,Breached,32.81,2.79,,Meath
CASE-00509,WO-00509,ACC-010,Kildare Solar Park,Grid Curtailment Complaint,High,Closed,Aoife Kelly,2024-10-17 00:00:00,2024-10-17 19:52:22,19.87,Breached,734.17,62.4,Inverter Repaired,Fingal
CASE-00510,WO-00510,ACC-008,Fingal Wind Farm,Turbine Fault,Medium,Closed,Declan Ryan,2024-09-15 00:00:00,2024-09-17 04:59:36,52.99,Breached,509.94,43.34,,South
CASE-00511,WO-00511,ACC-007,Kildare Solar Park,Grid Curtailment Complaint,Critical,Closed,Niamh Walsh,2024-06-02 00:00:00,2024-06-02 02:42:03,2.7,Within SLA,0.0,0.0,Firmware Updated,Wicklow
CASE-00512,WO-00512,ACC-005,South Dublin Wind Site,Inverter Failure,Medium,Closed,Ciarán Murphy,2024-12-07 00:00:00,2024-12-09 03:02:35,51.04,Breached,0.0,0.0,Sensor Replaced,South
CASE-00513,WO-00513,ACC-001,Meath Wind Farm,Sensor Dropout,Medium,Closed,Seán O'Brien,2024-03-24 00:00:00,2024-03-25 14:55:27,38.92,Breached,0.0,0.0,Sensor Replaced,South
CASE-00514,WO-00514,ACC-002,South Dublin Wind Site,Safety Inspection,Medium,Closed,Declan Ryan,2024-05-24 00:00:00,2024-05-26 01:09:20,49.16,Breached,764.95,65.02,Firmware Updated,Meath
CASE-00515,WO-00515,ACC-008,Fingal Wind Farm,Turbine Fault,Critical,Closed,Ciarán Murphy,2024-12-24 00:00:00,2024-12-24 08:25:11,8.42,Breached,0.0,0.0,,Meath
CASE-00516,WO-00516,ACC-016,Kildare Solar Park,Safety Inspection,High,In Progress,Sinéad Byrne,2024-11-13 00:00:00,,,Breached,345.43,29.36,,Fingal
CASE-00517,WO-00517,ACC-020,Meath Wind Farm,Inverter Failure,High,In Progress,Sinéad Byrne,2025-02-05 00:00:00,,,Breached,734.43,62.43,,Meath
CASE-00518,WO-00518,ACC-003,Wicklow Solar Park,Turbine Fault,Medium,In Progress,Declan Ryan,2024-05-12 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00519,WO-00519,ACC-015,Kildare Solar Park,Maintenance Request,Medium,Open,Aoife Kelly,2024-03-27 00:00:00,,,Breached,686.68,58.37,,Wicklow
CASE-00520,WO-00520,ACC-014,Meath Wind Farm,Inverter Failure,High,Closed,Aoife Kelly,2024-11-13 00:00:00,2024-11-13 05:36:04,5.6,Within SLA,267.97,22.78,Inverter Repaired,South
CASE-00521,WO-00521,ACC-019,Meath Wind Farm,Meter Reading Issue,High,Closed,Seán O'Brien,2025-01-20 00:00:00,2025-01-20 14:00:35,14.01,Breached,0.0,0.0,Firmware Updated,Kildare
CASE-00522,WO-00522,ACC-007,South Dublin Wind Site,Safety Inspection,High,Open,Sinéad Byrne,2024-12-02 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00523,WO-00523,ACC-013,Fingal Wind Farm,Sensor Dropout,Low,Closed,Ciarán Murphy,2024-05-10 00:00:00,2024-05-12 15:30:00,63.5,Within SLA,213.67,18.16,,Kildare
CASE-00524,WO-00524,ACC-016,Kildare Solar Park,Maintenance Request,High,In Progress,Ciarán Murphy,2025-06-23 00:00:00,,,Breached,78.62,6.68,,Kildare
CASE-00525,WO-00525,ACC-013,Kildare Solar Park,Grid Curtailment Complaint,Medium,Escalated,Niamh Walsh,2024-04-05 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00526,WO-00526,ACC-008,Kildare Solar Park,Sensor Dropout,Low,Closed,Declan Ryan,2025-03-09 00:00:00,2025-03-14 16:18:40,136.31,Breached,523.47,44.49,Scheduled Maintenance Done,Fingal
CASE-00527,WO-00527,ACC-005,Kildare Solar Park,Turbine Fault,High,Closed,Ciarán Murphy,2025-06-04 00:00:00,2025-06-04 08:25:51,8.43,Breached,0.0,0.0,Panel Cleaned,Meath
CASE-00528,WO-00528,ACC-001,Fingal Wind Farm,Maintenance Request,High,Closed,Declan Ryan,2025-01-05 00:00:00,2025-01-05 10:22:51,10.38,Breached,0.0,0.0,Sensor Replaced,South
CASE-00529,WO-00529,ACC-004,South Dublin Wind Site,Turbine Fault,Low,Escalated,Sinéad Byrne,2024-01-19 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00530,WO-00530,ACC-014,Fingal Wind Farm,Sensor Dropout,Low,Closed,Sinéad Byrne,2025-01-06 00:00:00,2025-01-10 19:09:01,115.15,Breached,0.0,0.0,Grid Reconnected,Wicklow
CASE-00531,WO-00531,ACC-008,Fingal Wind Farm,Sensor Dropout,Low,Closed,Declan Ryan,2024-11-12 00:00:00,2024-11-14 10:00:09,58.0,Within SLA,0.0,0.0,Sensor Replaced,Kildare
CASE-00532,WO-00532,ACC-006,Fingal Wind Farm,Maintenance Request,High,Closed,Niamh Walsh,2024-07-03 00:00:00,2024-07-03 09:11:02,9.18,Breached,312.92,26.6,Grid Reconnected,Fingal
CASE-00533,WO-00533,ACC-017,Wicklow Solar Park,Panel Soiling,High,Open,Niamh Walsh,2024-08-07 00:00:00,,,Breached,0.0,0.0,,South
CASE-00534,WO-00534,ACC-015,Wicklow Solar Park,Panel Soiling,Low,Open,Seán O'Brien,2024-12-15 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00535,WO-00535,ACC-002,Meath Wind Farm,Turbine Fault,High,Open,Declan Ryan,2025-05-12 00:00:00,,,Breached,618.52,52.57,,Fingal
CASE-00536,WO-00536,ACC-018,Fingal Wind Farm,Turbine Fault,High,In Progress,Declan Ryan,2024-07-15 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00537,WO-00537,ACC-008,Kildare Solar Park,Inverter Failure,Low,Closed,Seán O'Brien,2024-08-19 00:00:00,2024-08-20 14:47:51,38.8,Within SLA,0.0,0.0,Scheduled Maintenance Done,South
CASE-00538,WO-00538,ACC-004,Fingal Wind Farm,Inverter Failure,Low,Closed,Niamh Walsh,2024-05-20 00:00:00,2024-05-22 05:39:07,53.65,Within SLA,599.27,50.94,Scheduled Maintenance Done,Fingal
CASE-00539,WO-00539,ACC-015,Kildare Solar Park,Panel Soiling,High,Open,Niamh Walsh,2024-06-07 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00540,WO-00540,ACC-005,Wicklow Solar Park,Turbine Fault,Medium,Closed,Sinéad Byrne,2024-03-20 00:00:00,2024-03-22 04:35:11,52.59,Breached,0.0,0.0,Panel Cleaned,Kildare
CASE-00541,WO-00541,ACC-015,Kildare Solar Park,Panel Soiling,Medium,In Progress,Declan Ryan,2024-10-29 00:00:00,,,Breached,587.45,49.93,,Meath
CASE-00542,WO-00542,ACC-017,South Dublin Wind Site,Sensor Dropout,Medium,Open,Aoife Kelly,2024-04-13 00:00:00,,,Breached,470.98,40.03,,Meath
CASE-00543,WO-00543,ACC-018,Meath Wind Farm,Inverter Failure,High,In Progress,Ciarán Murphy,2025-06-03 00:00:00,,,Breached,155.94,13.25,,South
CASE-00544,WO-00544,ACC-020,Meath Wind Farm,Grid Curtailment Complaint,Medium,Closed,Ciarán Murphy,2025-06-23 00:00:00,2025-06-24 09:49:48,33.83,Breached,0.0,0.0,Meter Recalibrated,Wicklow
CASE-00545,WO-00545,ACC-011,Kildare Solar Park,Panel Soiling,Low,In Progress,Ciarán Murphy,2024-02-08 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00546,WO-00546,ACC-015,South Dublin Wind Site,Turbine Fault,Medium,Closed,Declan Ryan,2024-12-10 00:00:00,2024-12-11 05:21:54,29.37,Breached,269.93,22.94,Inverter Repaired,Meath
CASE-00547,WO-00547,ACC-020,Fingal Wind Farm,Turbine Fault,High,In Progress,Sinéad Byrne,2024-05-14 00:00:00,,,Breached,552.22,46.94,,Fingal
CASE-00548,WO-00548,ACC-017,Fingal Wind Farm,Sensor Dropout,Medium,In Progress,Declan Ryan,2025-01-20 00:00:00,,,Breached,143.93,12.23,,Meath
CASE-00549,WO-00549,ACC-014,South Dublin Wind Site,Panel Soiling,Medium,In Progress,Ciarán Murphy,2024-06-06 00:00:00,,,Breached,0.0,0.0,,South
CASE-00550,WO-00550,ACC-018,Meath Wind Farm,Sensor Dropout,Medium,Closed,Seán O'Brien,2024-06-15 00:00:00,2024-06-15 15:05:48,15.1,Within SLA,0.0,0.0,Grid Reconnected,Kildare
CASE-00551,WO-00551,ACC-015,Wicklow Solar Park,Panel Soiling,Medium,Escalated,Sinéad Byrne,2024-07-04 00:00:00,,,Breached,438.09,37.24,,Kildare
CASE-00552,WO-00552,ACC-006,Fingal Wind Farm,Sensor Dropout,Medium,Closed,Sinéad Byrne,2024-06-18 00:00:00,2024-06-18 12:17:04,12.28,Within SLA,0.0,0.0,Scheduled Maintenance Done,South
CASE-00553,WO-00553,ACC-016,South Dublin Wind Site,Maintenance Request,Low,Closed,Niamh Walsh,2025-03-24 00:00:00,2025-03-28 00:58:39,96.98,Breached,0.0,0.0,Firmware Updated,South
CASE-00554,WO-00554,ACC-015,Meath Wind Farm,Turbine Fault,Medium,Closed,Ciarán Murphy,2024-02-14 00:00:00,2024-02-15 15:39:31,39.66,Breached,0.0,0.0,Pending Investigation,Meath
CASE-00555,WO-00555,ACC-009,Fingal Wind Farm,Inverter Failure,Medium,Open,Ciarán Murphy,2025-02-24 00:00:00,,,Breached,538.24,45.75,,Wicklow
CASE-00556,WO-00556,ACC-008,Meath Wind Farm,Maintenance Request,Medium,Closed,Niamh Walsh,2025-01-08 00:00:00,2025-01-08 09:15:40,9.26,Within SLA,0.0,0.0,Panel Cleaned,Fingal
CASE-00557,WO-00557,ACC-009,Wicklow Solar Park,Grid Curtailment Complaint,High,Escalated,Sinéad Byrne,2024-08-31 00:00:00,,,Breached,665.35,56.55,,Kildare
CASE-00558,WO-00558,ACC-017,Fingal Wind Farm,Sensor Dropout,Medium,Closed,Sinéad Byrne,2025-03-30 00:00:00,2025-04-01 00:35:17,48.59,Breached,0.0,0.0,Firmware Updated,Fingal
CASE-00559,WO-00559,ACC-016,Fingal Wind Farm,Maintenance Request,Low,In Progress,Aoife Kelly,2024-10-18 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00560,WO-00560,ACC-008,Meath Wind Farm,Sensor Dropout,Low,In Progress,Seán O'Brien,2025-04-04 00:00:00,,,Breached,0.0,0.0,,South
CASE-00561,WO-00561,ACC-009,Meath Wind Farm,Turbine Fault,Medium,Open,Declan Ryan,2024-08-27 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00562,WO-00562,ACC-015,Fingal Wind Farm,Turbine Fault,Medium,Closed,Declan Ryan,2025-06-30 00:00:00,2025-07-01 09:46:32,33.78,Breached,0.0,0.0,Grid Reconnected,Fingal
CASE-00563,WO-00563,ACC-003,South Dublin Wind Site,Sensor Dropout,Medium,Open,Niamh Walsh,2024-09-01 00:00:00,,,Breached,9.57,0.81,,South
